repo_name,file_path,method_name,start_line,end_line,cc,lloc,difficulty,smell_label,coverage_percent,coverage_bucket,risk_category,recommendations
jinja2,src/jinja2/nodes.py,set_environment,229,236,5,8,0.0,LOW,87.5,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/nodes.py,set_lineno,218,227,5,10,1.8,LOW,90.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_config.py,set_run_validators,8,20,2,7,0.5,LOW,38.46,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,setdefault,470,478,2,7,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,sign,49,55,4,7,0.6666666666666666,LOW,85.71,HIGH,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,sign,213,216,4,4,0.5,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,signature,481,536,4,37,3.9,HIGH,33.93,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,simple_write,434,440,4,5,0.0,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,skip,360,363,2,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,skip_if,374,376,2,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,slots_getstate,1040,1044,6,4,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,slots_setstate,1048,1068,6,12,0.5,LOW,47.62,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,soft,232,243,2,6,0.0,LOW,41.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,sort_func,359,365,3,5,0.5,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,split_template_path,24,38,8,9,3.75,LOW,53.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,start_write,422,427,4,6,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,store,94,110,4,9,1.2,LOW,52.94,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,str_join,86,88,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,stream,1326,1330,3,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/parser.py,subparse,981,1028,5,44,2.625,HIGH,75.0,HIGH,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/runtime.py,super,184,196,3,9,0.5,LOW,46.15,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/runtime.py,super,355,361,3,5,1.5,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/idtracking.py,symbols_for_node,22,27,1,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,sync_do_first,626,633,2,6,0.0,LOW,37.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,sync_do_groupby,1175,1255,5,8,1.0,LOW,8.64,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_join,553,607,7,20,1.0,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_list,1334,1338,1,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/filters.py,sync_do_map,1418,1421,1,2,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_map,1425,1432,1,2,0.0,LOW,12.5,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_map,1436,1482,3,6,0.0,LOW,10.64,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_reject,1563,1585,1,4,0.5,LOW,8.7,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_rejectattr,1639,1663,1,4,0.5,LOW,8.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_select,1522,1549,1,4,0.0,LOW,7.14,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_selectattr,1599,1625,1,4,0.0,LOW,7.41,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/filters.py,sync_do_slice,1032,1072,5,17,6.857142857142857,HIGH,36.59,MEDIUM,Refactor Candidate,Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/filters.py,sync_do_sum,1286,1309,2,5,0.5,LOW,16.67,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,temporary_identifier,384,387,4,4,0.5,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,test,275,288,3,7,1.2,LOW,42.86,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,test_any,290,292,3,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_boolean,96,101,2,3,1.2,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_defined,29,43,1,3,0.5,LOW,13.33,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/tests.py,test_divisibleby,24,26,1,3,1.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_escaped,202,204,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_even,19,21,1,3,1.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_false,104,109,1,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_filter,52,66,1,3,0.5,LOW,13.33,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/tests.py,test_float,130,135,1,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_in,207,212,1,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_integer,121,126,3,3,1.1666666666666667,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_iterable,192,199,2,7,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_lower,138,140,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_mapping,153,158,1,3,0.0,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_none,91,93,1,3,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_number,161,163,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_odd,14,16,1,3,1.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_sameas,179,189,1,3,0.5,LOW,18.18,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/tests.py,test_sequence,166,176,2,8,0.0,LOW,63.64,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_string,148,150,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_test,70,88,1,3,0.5,LOW,10.53,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/tests.py,test_true,112,117,1,3,0.5,LOW,33.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_undefined,46,48,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/tests.py,test_upper,143,145,1,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,timestamp_to_datetime,39,47,4,3,0.0,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
attrs,src/attr/converters.py,to_bool,105,144,5,15,0.6666666666666666,LOW,35.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,tokeniter,667,866,14,104,10.02542372881356,HIGH,40.5,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/lexer.py,tokenize,602,611,14,4,0.0,LOW,30.0,LOW,Low Value,Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/filters.py,transfunc,1751,1752,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,trim_url,269,270,24,2,0.0,LOW,100.0,HIGH,Safe Zone,Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/utils.py,trim_url,261,265,24,4,0.5,LOW,0.0,ZERO,Low Value,Add basic smoke tests to ensure execution paths are covered; Increase coverage by adding input boundary tests; Add branch and conditional path tests due to high cyclomatic complexity
jinja2,src/jinja2/sandbox.py,unsafe,112,122,1,4,0.0,LOW,27.27,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/sandbox.py,unsafe_undefined,338,346,4,3,0.0,LOW,22.22,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/signer.py,unsign,235,247,4,9,0.5,LOW,61.54,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,unsign,61,67,4,2,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/timed.py,unsign,70,76,4,2,0.0,LOW,14.29,LOW,Low Value,Increase coverage by adding input boundary tests
itsdangerous,src/itsdangerous/timed.py,unsign,78,164,4,40,5.727272727272728,HIGH,42.53,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/loaders.py,up_to_date,351,352,9,2,1.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/loaders.py,uptodate,211,215,6,5,0.5,LOW,60.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,url_quote,397,417,5,11,0.5,LOW,47.62,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,urlize,221,339,24,51,5.8,HIGH,33.61,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/setters.py,validate,39,54,3,9,1.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,validate,249,257,4,7,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,validate,2085,2099,4,8,1.0,LOW,46.67,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/timed.py,validate,166,173,4,7,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,validator,2879,2891,3,7,0.5,LOW,38.46,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/utils.py,values,550,552,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,verify_signature,218,233,4,12,0.0,LOW,56.25,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/signer.py,verify_signature,25,29,2,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/visitor.py,visit,35,42,3,6,0.5,LOW,62.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Assign,286,289,2,4,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Assign,1557,1563,4,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_AssignBlock,307,309,2,3,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_AssignBlock,190,192,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_AssignBlock,1565,1585,4,18,0.5,LOW,80.95,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Block,267,268,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Block,314,315,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Block,289,290,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Block,944,985,4,27,2.5,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Break,1909,1910,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Call,1840,1860,4,22,0.5,LOW,85.71,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_CallBlock,1326,1332,4,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_CallBlock,194,196,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_CallBlock,297,298,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Compare,1698,1703,4,6,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Concat,1684,1695,4,12,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_CondExpr,1817,1837,4,14,0.5,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Const,1628,1633,4,6,0.0,LOW,83.33,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_ContextReference,1896,1899,4,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Continue,1906,1907,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_DerivedContextReference,1901,1904,4,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Dict,1660,1668,4,9,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_EnvironmentAttribute,1880,1883,4,2,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_EvalContextModifier,1933,1944,4,10,0.0,LOW,75.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_ExprStmt,1357,1359,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Extends,987,1027,4,23,1.8,LOW,48.78,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_ExtensionAttribute,1885,1888,4,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Filter,1795,1809,4,10,0.5,LOW,53.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Filter,259,261,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_FilterBlock,1334,1343,4,10,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_FilterBlock,300,301,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_For,1156,1293,4,96,3.7058823529411766,HIGH,67.39,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/idtracking.py,visit_For,202,220,3,16,1.6,LOW,73.68,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_For,291,295,2,3,0.0,LOW,40.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_FromImport,1106,1154,4,35,1.25,HIGH,61.22,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/idtracking.py,visit_FromImport,277,284,2,7,0.0,LOW,62.5,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Getattr,1710,1719,4,8,0.0,LOW,80.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Getitem,1722,1740,4,16,0.0,LOW,78.95,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_If,1295,1314,4,20,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_If,252,268,2,13,0.5,LOW,76.47,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Import,273,275,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Import,1095,1104,4,8,1.0,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_ImportedName,1890,1891,4,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Include,1029,1078,4,38,0.5,HIGH,68.0,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,visit_InternalName,1893,1894,4,2,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Keyword,1862,1864,4,3,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_List,1652,1658,4,7,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Macro,1316,1324,4,9,0.5,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Macro,270,271,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_MarkSafe,1868,1871,4,4,0.0,LOW,25.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,visit_MarkSafeIfAutoescape,1873,1878,4,4,0.0,LOW,66.67,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_NSRef,1614,1626,4,7,0.0,LOW,53.85,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_NSRef,249,250,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Name,281,287,3,7,1.7142857142857142,LOW,85.71,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Name,1589,1612,4,11,3.3529411764705883,LOW,45.83,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Name,238,247,2,8,1.3333333333333333,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Operand,1705,1707,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Output,1478,1555,4,49,7.6923076923076925,HIGH,55.13,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/idtracking.py,visit_OverlayScope,317,318,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_OverlayScope,1919,1931,4,12,0.0,LOW,92.31,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_OverlayScope,198,200,3,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_Scope,311,312,2,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Scope,1912,1917,4,6,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_ScopedEvalContextModifier,1946,1956,4,9,0.0,LOW,81.82,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Slice,1742,1750,4,9,0.75,LOW,77.78,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Template,826,942,4,80,4.375,HIGH,62.39,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
jinja2,src/jinja2/compiler.py,visit_TemplateData,1635,1641,4,5,0.0,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Test,1812,1814,4,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Test,263,265,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_Tuple,1643,1650,4,8,1.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_With,303,305,2,3,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/idtracking.py,visit_With,222,226,3,5,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visit_With,1345,1355,4,11,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/visitor.py,visit_list,83,92,7,6,0.5,LOW,10.0,LOW,Low Value,Increase coverage by adding input boundary tests
jinja2,src/jinja2/compiler.py,visitor,85,96,1,8,1.8,LOW,58.33,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,visitor,61,76,1,12,1.0,LOW,68.75,MEDIUM,Safe Zone,No immediate testing action required
itsdangerous,src/itsdangerous/encoding.py,want_bytes,11,17,2,4,0.0,LOW,57.14,MEDIUM,Safe Zone,No immediate testing action required
attrs,src/attr/_make.py,wrap,1608,1708,4,45,4.102564102564102,HIGH,40.59,MEDIUM,Refactor Candidate,Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/_next_gen.py,wrap,115,146,2,19,2.4,LOW,53.12,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/lexer.py,wrap,613,665,14,35,3.571428571428572,HIGH,52.83,MEDIUM,Refactor Candidate,Add branch and conditional path tests due to high cyclomatic complexity; Consider decomposing this method; add focused unit tests per responsibility; Safe to refactor after ensuring existing tests capture current behavior
attrs,src/attr/setters.py,wrapped_pipe,19,25,1,5,0.0,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/async_utils.py,wrapper,36,45,1,8,0.0,LOW,70.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,write,453,465,4,13,2.25,LOW,92.31,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/meta.py,write,21,22,3,2,0.0,LOW,100.0,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/bccache.py,write_bytecode,82,88,2,7,0.5,LOW,71.43,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,write_commons,720,731,4,7,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,write_expr2,1820,1829,4,5,0.5,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
jinja2,src/jinja2/environment.py,write_file,851,858,4,8,0.5,LOW,87.5,HIGH,Safe Zone,No immediate testing action required
jinja2,src/jinja2/compiler.py,writeline,467,472,4,4,0.0,LOW,50.0,MEDIUM,Safe Zone,No immediate testing action required
